text	label
opinion : making a fictional movie is easier than making one about real life .	1
director robert zemekis must be given an equal amount of praise for overseeing the entire production , which included hundreds of animators .	1
unable to find true notes of unspoken familial empathy in the one-note and repetitively bitchy dialogue , screenwriters kristin amundsen and hans petter moland fabricate a series of contrivances to propel events forward -- lost money , roving street hooligans looking for drunks to kick around , nosy cops , and flat tires all figure into the schematic and convenient narrative .	0
instead what ensues is an hour and a half of repetitive vignettes , the next scene no more engaging than the last .	0
only once does any character utter something worthwhile , but by the time it happens you're so thoroughly bored you can easily miss it .	0
the irony is that the mars in carpenter's film feels sadly absent .	0
he uses this structure of film to experiment , and most successful of such experiments is hilarious " a day in life " segment near the end of the film .	1
lapaglia seems to have attended the de niro school of gangster acting , and his inspired performance is partly a tribute to his role-model and partly a rip-off .	1
the movie isn't really offensive -- it has some competent actors , a few nifty sets , and a lot of scenes with a big , digitized gorilla .	0
ghosts of mars takes place entirely at night and is filmed almost entirely in tones of red , yellow , and black .	0
fabulous !	0
jackie chan is the barry sanders of moviemaking .	1
we met inspector frank bumstead ( hurt ) , a quiet , unemotional , soft-spoken deadpan man who appears to have been on the trail of the killer for some time .	1
this developed hatred is before the film's hero , ness , is even introduced .	1
 " rat race " is a riot , with terrific no-holds-barred performances from the diverse cast .	1
unfortunately , the film has two major deux ex machinas : one in the disasterous ending ; the other , about a half hour in when the film goes into autopilot and becomes a stale and recycled piece of crap we've seen all too much before , but never from someone like depalma .	0
while the plot may be somewhat familiar the characters are original , especially baby herman , and watching them together is a lot of fun .	1
everyone in the city is the subject of an experiment being conducted by a race of aliens to understand what makes humans tick in their efforts to somehow save themselves from extinction .	1
even today , fascination with this film is on par with hitchcock's " psycho , " and it never seems to age .	1
it's one dalmatian less , but 101% more satisfying .	0
do we really need to see it over and over again ?	0
it's too inept to be funny .	0
thankfully , alda keeps ringwald's screen time to a minimum ; he is far more interested in the colorful periphery characters .	1
when the girls are questioned , their confession of guilt is accompanied with an announcement of their return to god and they are thereafter converted to immaculate witnesses , led lustfully by abigail .	0
now onto from hell's appearance : it's certainly dark and bleak enough , and it's surprising to see how much more it looks like a tim burton film than planet of the apes did ( at times , it seems like sleepy hollow 2 ) .	1
will this crazy scheme work ?	0
with unrest building , moise tshombe ( pascal nzonzi ) and the province of katanga , which contained 70 percent of the country's resources , proclaimed secession .	1
the ubiquitous stiller is the reason to see " permanent midnight " ; a dark , comic , and strangely absorbing study of assisted living .	1
 " rat race " is a great goofy delight , a dandy mix of energetic performances , inspired sight gags and flat-out silliness .	1
and if it wasn't bubble bath , the babysitter would have instantly joined the ranks of our other four- star features , but you settle for what you can get .	0
this is a by-the-books movie that plods along on a predestined course with no surprises and very few laughs .	0
it is edgar's ( bruno putzulu ) self-appointed task to capture these moments after a recent breakup , to define a central idea : " it's only when things are over that they make sense . "	0
i've heard about this kind of thing happening before , and it makes me wonder how much input a studio has over the films they produce .	1
the situation goes from bad to worse as the army mutinies , the remaining whites begin to evacuate or arm themselves , belgian troops violently intervene , the lucrative katanga province succeeds under the leadership of rival moise tschombe ( pascal nzonzi ) and lumumba is refused access to his own country when he returns from a conference abroad .	1
we don't know why the crew was really out in the middle of nowhere , we don't know the origin of what took over the ship ( just that a big pink flashy thing hit the mir ) , and , of course , we don't know why donald sutherland is stumbling around drunkenly throughout .	0
walsh ) , taking him and others hostage , and proclaiming he has been framed .	1
for example , look at sam raimi .	0
this also explains why the movie was shot in odd places like morocco and spain .	1
in addition , the space is way too small for him ( after all , he is a really big gorilla ) .	0
>from a western-like battle to the famous confrontation at the train station steps , the scenes are well thought out and well executed .	1
during this scene , i turned to my friend and said , " wow .	0
peck focuses his story on familiar material that strives to give an honest portrayal of patrice lumumba , his friend and foes and the independence movements that gripped africa in the 50's and 60's .	1
based on the german film wings of desire ( that being the english title , of course ) , city of angels is ninety percent success , enough to make most people forgive its shortcomings , even the devastatingly disappointing ending .	1
didn't anybody recognize the crappiness in this script ?	0
it's a tremendously funny and intelligent picture , but it also has an emotional center -- writer/director/star warren beatty allows the audience to identify with his character , and , in turn , we like him and actually care about the story .	1
that's exactly how long the movie felt to me .	0
although roman's actions seem forced due to the compressed nature of his motivational build-up , gray redeems himself by involving us with the negotiations between roman and fellow police negotiator chris sabian ( kevin spacey ) which soon ensue .	1
seventeen years later scorsese returned to mean streets of new york with another film that dealt with darker side of american organised crime .	1
the technical limitations faced by spielberg in 1975 may have actually produced a better film because it forced him to rely on traditional cinematic elements like pacing , characterization , sharp editing , and creative photography , instead of simply dousing the audience with digital shark effects .	1
abigail supposedly revels in her newfound power , but ryder fails at being convincingly haughty although there is much haughtiness to spare here .	0
and " joe isn't safe here ! "	0
if you like something so much , why even question it ?	1
the deeper welles digs into his investigation the more obsessed he becomes , like george c . scott in paul schrader's " hardcore . "	0
made out to be some kind of negotiating superman , our first look at him has him hopelessly trying to get his family moving to set out on vacation .	1
the film stock used is of such low caliber that i thought i was watching one of those chinese films shown really late at night .	0
 " quest for camelot " is missing pure showmanship , an essential element if it's ever expected to climb to the high ranks of disney .	0
after all , we're the culture that invented the cell phone , the 24-hour atm , and my most beloved , the remote control .	0
if you've read any reviews , you've also probably heard that this movie fails to live up to the magic and humanity of the first trilogy .	1
to godard's credit , he certainly knows how to frame a scene .	0
sheedy expresses more with just her eyes than ringwald does with her entire body .	1
this interaction between audience and performer continues throughout the film and becomes infectious to the audience .	1
actually , i have no idea who rochon was supposed to be .	0
one bureaucrat responds to a tirade from stretch with the question , " do you expect the world to stop . . . just	1
in a soap opera twist , mother has only a few days to live .	0
it's a fluffy rehashed cake-walk created by some " shrewd " studio heads who decided to take advantage of the whole " kung-fu " phenomenon in films , and test it out on an old classic .	0
the only semi-saving grace actor-wise is tim roth as the irrepressible " bad guy " , but once again , it's not something that we haven't seen before . . . a	0
since it would be wrong to spoil any of the jokes , let's use the next few paragraphs to profile the racers .	1
it's got a head start in this movie starring jamie lee curtis and another baldwin brother ( william this time ) in a story regarding a crew of a tugboat that comes across a deserted russian tech ship that has a strangeness to it when they kick the power back on .	0
the screenplay covers a lot of ground and does yeoman's work in providing a great deal of detailed history while trying to do justice to the story of lumumba's life .	1
there are moments of organized craziness as john phillips , leader of the mamas and the papas and one of the concert organizers , tries to get in touch with dionne warwick .	1
anyway , fourteen years go by and . . . arrgh , well , you know the rest . . . swish-swish-zzzzzzz !	0
she looks hideous with her short-cropped orange hair , red lip-stick and grotesque outfits .	1
the similarities are staggering :	1
bethany is joined on her road trip to the garden state by the " prophets " jay ( jason mewes ) and silent bob ( kevin smith , doing double-duty ) , the slacker minstrels who have appeared in all of smith's films thus far .	1
after couple of years , together with his best childhood friend tommy de vito ( played by joe pesci ) , he joins the crew of expert thieves led by jimmy conway ( played by robert de niro ) .	1
to extend the question : if a movie is striving for realism , do dramatic contrivances destroy the illusion ?	0
by the time the road trip part of the movie is over with , the film wants to be over .	0
director nicholas hytner is guilty of encouraging day lewis' foaming-mouth fervour with shots where we stare up at proctor as if he was mounted on a pedestal for our admiration .	0
and his numerous twists can't even claim to be originals ; arlington rd's ending is a direct steal from the much better alan j . pakula thriller the parallax view , and in reindeer games we get this ol' gem ; character incriminates themself by saying something they shouldn't know ( pronouns used to protect the gender of the " character " . . . grammar	0
filmmakers should know your final impression will be the one you linger on , remember , and convey to others thru word of mouth , so after telling us for 60+ minutes that this film is a glorious masterpiece , they sure leave us with a disheartening taste of mediocrity in our mouths .	1
but , as the film's tagline says , `last night , one of us went off . '	1
this eerie opulence remains a dazzling display of showmanship throughout the entire film - there's even something macabre about the way khondji photographs a rustic , seemingly innocent new england autumn - but if there ever was a film that didn't deserve so good a polish , it's this one .	0
spielberg gives us a visually spicy and historically accurate real life story .	1
yes , in the future , man may travel to space and conquer mars , but nothing beats a good stick of tnt .	0
it's either about a woman who's haunted by a recurring ( and recurring and recurring ) nightmare that she's a hired assassin , or it's about a hired assassin who's haunted by a recurring ( and recurring and recurring ) nightmare that she's honeymooning with william baldwin in jamaica .	0
lives are often at stake , and the criminal is usually armed and most likely mentally unstable , prone to turn on the negotiator at a moment's notice .	1
it's obviously got this big secret to hide , but it seems to want to hide it completely until its final five minutes .	0
he runs around the fields , chasing cars and people .	0
tracy flick is from a single parent home , which has contributed to her drive .	1
the only drawback to the film is the ending , which unfortunately i must reveal .	1
eric stoltz stars as an american in paris who gets in * way * over his head when hooks up with a band of nihilistic bank robbers .	1
i want more zany here -- and -- here . "	0
quint is drawn into telling the story of his experiences aboard the u . s . s .	1
depalma , who idolizes hitchcock to death , has done many a film like this , such as his masterpiece , " blow out , " where a movie soundman uses movie elements to uncover a conspiracy piece by piece .	0
then , instead of single narrator , scorsese switches to the second character as narrator in the middle of the film only to switch back to the original shortly afterwards .	1
and even the special effects , seemingly the only aspect of the film the director actually cared about , are inconsistent .	0
but as soon as a body turns up and claire has given the authorities reason enough to believe her claims , " in dreams " trades in its nifty supernatural chills for a long series of allegedly spooky jolts that simply refuse to make sense .	0
indianapolis , a navy ship in world war ii that was sunk by the japanese .	1
wilson looked like she was simply mimicing some movements taught to her by the fight choreographer .	0
remake reservoir dogs as a french art film and you're halfway to killing zoe , writer/director roger avary's slow-moving story of a failed bastille day bank robbery .	1
it's clear that he's passionate about his beliefs , and that he's not just a punk looking for an excuse to beat people up .	1
for a film that's only 78 minutes long , that's too large of a chunk , especially when previous acts are much more stimulating .	1
i rate ghosts of mars a 4 on the 0 to 10 scale and a 0 on the -4 to +4 scale .	0
the hero of this film , of course , is young anakin , but it was very hard for me to feel any kinship or identify with an eight-year-old boy .	1
also , some of the cable guy's antics have been creeping him out .	1
i never thought i'd miss the guy but i do .	0
let me rage here just for a minute .	0
if lena headey were a stronger actress , perhaps aberdeen could have been able to coast on the performances and moody , haunting cinematography ( rendering norway into its own pastoral ghost world -- the reference to a certain superior american indie flick intentional ) .	0
there have been several recent political films that didn't do a whole lot for me -- wag the dog , for instance , i found to be an intelligent but heartless film , while primary colors is unbearable and unwatchable in its awfulness . ?	1
the story revolves around the adventures of free-spirited kayley ( voiced by jessalyn gilsig ) , the early-teen daughter of a belated knight from king arthur's round table .	0
i haven't quite yet figured out what i liked so much about you've got mail , but then again , is that really important ?	1
of course not .	0
d'artagnan and his new frisky love interest/chambermaid francesca ( mena suvari ) play footsy and coo at each other as the cardinal hunts down the musketeers until finally the queen ( catherine deneuve ) ends up being captured by the menancing febre , forcing the musketeers to regroup , with d'artagnan leading the charge , and save the day .	0
in the comic , they don't bother cloaking the identity of the ripper , but screenwriters terry hayes ( vertical limit ) and rafael yglesias ( les mis ? rables ) do a good job of keeping him hidden from viewers until the very end .	1
not as bad as thora birch was in dungeons & dragons , but entirely miscast , with bad deliveries , awful sequences and a piss-poor accent that comes and goes .	0
i believe this is the first appearance of this film on any home video format so any condition at all is fine with me .	0
insurrection feels a little to light to spring these kinds of big moral questions on the audience .	1
there is zero humor , zero suspense , zero drama and zero action , until the last ten minutes , when the story is needlessly and pointlessly concluded with a violent sequence .	0
connery plays his character with the exact amount of wit and experience needed .	1
there's a compelling story somewhere in " spawn " -- including strong religious overtones and the debut of the first african-american superhero ever -- but it's just not found anywhere near here .	0
all this to get to the familiar yet offensive " revelation " that sexual deviants are not , indeed , monsters but everyday people like you and me .	0
i was hoping that the movie would be packed with cool stuntwork as promoted in its trailer , but what you see there , are essentially the snippets from the two major ( and cool ) swashbuckling sequences from the film .	0
and it's not even one of those movies that's so bad it's funny .	0
to her cat !	0
the crush was a slow-moving , predictable piece of fluff .	0
if you're not familiar with this law , then maybe you've seen the trailer for this film which shows that the two leads are together by film's end .	0
it has more intelligence in its telling than anything i've seen out of hollywood for months and i give it a b+ .	1
this time , williams is after matron ( jacques ) when he needs to prove himself that he is a man after visiting dr . goode .	1
in fiction , one invents purposeful , clear-cut good guys and bad guys , puts the fictional characters in conflict , and takes the tale to its exciting conclusion .	1
they even throw in the middle aged wife's fantasies about a male counterpart at the party .	0
made in 1972 , it still features most of the regulars of this genre .	1
seen may 31 , 1999 on home video ( rented ) .	1
murray abraham ) , to mess everything up .	1
the two aren't very comparable to each other , but they both deviate from her usual " intelligently ditzy " romantic comedy roles , and it's an impressive side of ryan movie goers rarely have the chance to enjoy .	1
other than that ?	0
the effort involved in " lumumba " is quite ambitious as peck and his crew before and behind the camera strive to bring to life this slice of world history that might have gone unexplored for decades , if at all .	1
he also begins to lose his stability when his adversaries begin to murder his friends .	1
holding shot guns and pistols in their hands to stop criminals , this image of vigilantes must have influenced future films .	1
in the end , i can't call it a bad effort .	1
at this point , the plot thickened , and the unusually slow start of the film turned into a suspense-filled action film with great stunts .	1
the arms race between the soviets and america was supposed to kick-off the apocalypse .	0
it's like i said . . . this	0
1 .	0
the writers and directors knew the limitations of both their cast and of the basic story itself , and they didn't try to overachieve .	0
these are talented people who made the mistake of jumping on to a script with little but stock characters and a bag of tricks that it dully springs on its audience .	0
 " ok , that's fine , but i want you to add bug guts . "	0
mr . " m " ( matthew broderick ) , sick of the megalomaniac student , encourages paul , a popular-but-slow jock to run .	1
with alarming synchronicity our hormonally-advantaged girls zealously gesture and point accusing fingers at innocents , constant reminders that abigail's passion sets all this into inexorable motion .	0
apparently he wants to make his ex-girlfriend jealous enough to take him back , and she wants someone to take her to the big year end dance .	0
maroon thinks that roger's wife , jessica's , possible unfaithfulness to him might be the cause of distraction and tells eddie to get some photos of her in the act before it costs him any more money in reshoots .	1
do me a favor kids , go get a job or something . . .	0
she finds that grown-up merrill ( lanai chapman ) is erudite , conservative and more than a little bit wary of this stranger trying to jump into her life .	1
tim , please . . . for the love of god , beg your agent to ask the marketplace for some modern day " american roles " for you as a " nice guy " in a romantic comedy or something .	0
it also jumps on the ever-popular political satire bandwagon and manages to fall flat there , too .	0
he vows revenge on that man and is taught the ways of the musketeer by some old dude who used to be one himself ?	0
if a critic says that a film has bad dialogue , it's only fair to quote some of it , but most of the words spoken in this picture are phrases like " joe isn't happy ! "	0
in gridlock'd , shakur gets the chance to play someone who has seen enough of the way his life could go to know that it scares him .	1
l . i . e . stands for long island expressway , which slices through the strip malls and middle-class homes of suburbia .	0
of course , the noble qui-gon dies at the hand of darth maul , a scary-looking sith lord who excels at the jedi arts , but has turned to the dark side .	1
when he gets the call to action , however , he quickly changes gears and becomes the man we expect him to be .	1
 " in dreams " might keep you awake at night , but not because of its creepy imagery , bizarre visual style or story about a clairvoyant madman who lures young girls to their untimely deaths .	0
charles martin smith is also fantastic as the final member who attempts to use an income tax offense against capone .	1
it is clear that miller meant well but i do wish he did it with more delicacy and fewer diversions .	0
they seem to have taken this pretty neat concept , but executed it terribly .	0
sure , there are some mildly interesting subplots , but they all fail in comparison to the utter cuteness of the main relationship .	1
alda's comic elixir is smooth and refreshing--and a welcome change of pace from the usual summer fare .	1
from this point we know capone is evil , not only because he kills without hesitation , but also because he is a lying bastard .	1
his entrance , however , is a grand one : out from the trees he leaps , gargantuan and imposing , sporting hands big enough to crush a volkswagen bug , and a pair of feet much larger than any pro basketball player will ever have .	0
lame and so obviously sexist even i ( politically incorrect , for the most part ) noticed and remarked upon it .	0
john hughes certainly believes in santa claus and his les mayfield-directed production does nothing to tarnish the memory of the 1947 original .	1
but , as we can see now , spielberg overcame all the obstacles , and delivered one of the finest primal scare-thrillers ever to come out of hollywood .	1
sure , billy crystal did it before in rabbit test , but the sight of schwarz with a bulging belly is a casting coup comparable to dustin hoffman in tootsie .	1
so , obviously , his appearance in " phantom menace " is meant to stir some echoes of his later role in the series , thus making his role here more meaningful .	1
his screenplay is an imperfect creature with the distractions coming out as loud as the message .	0
it's hard to believe that it has only been two years since norton's fantastic role in primal fear , but , here he is now , starring in his own film and making himself a star .	1
somehow , even though her car is parked at the front of the house , right by the front door , daryl is oblivious to her presence inside .	0
chambers' d'artangnan isn't a musketeer -- he's a mouseketeer !	0
although the real life untouchables may have been excessively glorified , this film is pure entertainment and contains a unique blend of great acting , great directing , and great action .	1
based on the novel by t . coraghessan boyle , the road to wellville doesn't go very far .	1
and now the high-flying hong kong style of filmmaking has made its way down to the classics , and it isn't pretty .	0
'nuff said .	0
will grenier like his new popularity and turn on his friends ?	0
 " book of shadows " feels incredibly controlled and restrict .	1
are people chasing her and we don't know who they are .	0
director ivan reitman ( dave , twins ) wisely keeps the farce to a minimum , so the first hour moves slower than you might expect .	1
i don't know whether to say a star is born or a star is re-born , but i do know that lapaglia's over-the-top performance should not be missed .	1
but adults in the audience aren't likely to find much of anything interesting about the big gorilla .	0
joe is quite a gorilla -- a big , digital gorilla .	0
the film takes place in chicago during the prohibition era where mobsters led by the ruthless al capone run an underground market of liquor to the demanding public .	1
a big bonus for those of us who were looking for similar moves in the first movie and found them only rarely .	0
as i was watching the first half hour , i couldn't wait to see how the mystery would be unearthed , how many different perspectives he'd be given , and perhaps he'd have to make a choice between who's he has to believe .	0
ghosts of mars stars natasha henstridge as a tough as nails , pill-poppin' , martian cop , sent with her squadron to retrieve " demolition " williams ( ice cube ) from a remote mining town for trial back home .	0
a lot of the lines ( especially hughley's ) appear to be made up as they go along , by people with little gift for ad-lib .	0
locals have turned this mass hysteria into a great business opportunity , selling twig-sculptures , stones and dirt like those in the movie , and the exasperated local sheriff patrols the woods with a bullhorn , shouting , " get out of these woods and go home !	1
these two lives , with parillaud looking like siouxsie sioux with a black wig , black emotionless eyes , and black leather clothing in the seattle-based assassin scenes , and moping around like karen carpenter in the jamaica scenes , play out endlessly throughout the film and the result is it's now * twice * as boring as it might have been .	0
i'm talking about films like " 8mm " and its director , joel schumacher .	0
i also found it odd that bobby and carol's other friend , sully ( whose death as an adult sets up the movie's flashback framing device ) , is paid virtually no attention .	1
the movie begins with zippy retro-style opening credits that look like they were torn straight out of a '60s slapstick comedy , featuring animated photos of the cast attached to herky-jerky bodies bounding around the screen .	1
there's genuine ferocity and sexually charged frisson during their understated confrontations in signs & wonders , allowing them to suggest a gray zone of complications that accompany torn romance and years of stifled curiosity .	0
by not making use of sid james and barbara windsor's talent to full effect , the film seems to flounder , but it certainly makes up for it with it's good storyline and it's other appealing characters .	1
that's some ape . "	0
nine months is a complete failure , low on laughs and intelligence and high on loud , unfunny slapstick , failed jokes and other uninspired lunacy .	0
in the first movie , christopher lambert played raiden and played his character as though he was in on the joke : a french actor playing a japanese thunder god being revered by chinese mystics .	0
melissa joan hart ( from abc's " sabrina , the teenage witch " ) likes a hunky stud on the basketball team .	0
we will never have a chance to discover if tupac shakur could have been a great actor , but he had that unique quality in his eyes .	1
aside from the fact that children will probably be as bored watching this as adults , " quest for camelot " 's most grievous error is its complete lack of personality .	0
and as we all know , every police station , past , present , or future , keeps a healthy supply on hand .	0
do i care ?	0
the score during these scenes ingeniously adds to the excitement .	1
not even robin williams , who plays a russian doctor who has recently decided to switch from veterinary medicine to obstetrics , has much humor .	0
no matter who is watching , it all comes back to the talented musicians that stir your soul .	1
1996's the cable guy was supposed to be his big " breakthrough " role from zany humor into darker , more dramatic acting .	1
the period feel and realistic african settings are nicely maintained in a production that traveled from zimbabwe to mozambique .	1
the environments , be it city or country , are impeccably captured in crisp detail , but the script never complements them .	0
 " let's have a really painful sexual reference for no reason right here -- make it really painful .	0
this film is just chock full of pieces taken from assault on precinct 13 , the thing , and prince of darkness .	0
vow to stay away from it all ! ! "	0
headey's too busy acting , using her face and furrowed brow to convey every last twitch of insouciance .	0
and , to add to the complications , strasser shows up under a benevolent pretext ( he tells jill that he has a preserve big enough for joe ) , and joe recognizes strasser as the guy who killed jill's mother .	0
john carpenter makes b-movies .	0
and jar jar binks , a silly roger rabbitish amphibious character , is intended as comic relief , but what he really becomes is annoying - and fast .	1
ultimately rejected by her , his plans become more and more desperate and elaborate .	0
hooper is as fascinated by the shark as he is determined to help brody stop it -- his knowledge about the exact workings of the shark ( " it's a perfect engine , an eating machine " ) make it that much more terrifying .	1
and even if the nukes don't get them , the conveniently placed dynamite packs on the train stolen from the set of the road warrior certainly will .	0
bad acting , however , seems to be a requirement for this sequel , since g ? rard depardieu shows up as a french furrier with a haircut like robert de niro's in " men of honor . "	0
apparently , crime in the bronx has gotten so bad that the residents have actually taken to ritually decapitating one another for entertainment .	0
every now and then a movie comes along from a suspect studio , with every indication that it will be a stinker , and to everybody's surprise ( perhaps even the studio ) the film becomes a critical darling .	1
along the way they meet judge doom ( christopher lloyd ) a judge-jury-and executioner type who's out to get roger and has discovered the one and only way to kill a `toon . '	1
the most successful at this is liam neeson who , as qui-gon jinn , a jedi master to young obi-wan kenobi , has quiet dignity and a wise , commanding presence .	1
with it's inherent camp factor , the star trek series doesn't seem well-equipped to deal with issues like this .	1
he teaches him " the chicago way " to do things ; when they attack with a knife , you attack with a gun .	1
after being exposed to two and half hours of the film and three decades of criminal history ( based on some notorious real life events ) , the audience understands why the characters chose such dangerous life paths , trading the superficial and short-lasting glamour and prosperity of a criminal to the dullness and poverty of honest citizens .	1
she's supposed to be a dress designer , but she looks more like a clown .	1
in falling down , michael douglas' d-fens ( the character's personalized license plate , echoed in gridlock'd by the drug lord d-reper's plates ) whips out a gun because he can't get breakfast at mcdonald's ; in gridlock'd , spoon and stretch are unarmed against the demands placed on them before they can get into a rehab center .	1
i guess i could say that i admire how filmmakers have become so much more devious in their product placement strategies . . . oops ,	0
for a writer and director of horror films , supposedly an expert on horror , it is a very bad mistake to make .	0
there's always the feeling that there's a trainer off in the wings , coaxing the dogs to open doors , or pick up their food bowls in unison , or pop a tape into the videocasette recorder .	0
the action scenes are also some of the most beautifully choreographed i have ever seen .	1
stahl rarely appears to be puncturing veins for the thrill of it all in " permanent midnight " ; it's so he can talk to his mother on the phone , show up for work on time , even pay his bills .	1
but , even in the film's darkest moments , fate conveniently lends a hand , supplying heavily armored transportation and easily accessible rifles and dynamite .	0
for example , there is a scene in which van damme drives a car out of a window .	0
but too often hollywood gets it wrong , even when they pay off chinese directors .	1
that's a concept that tsui can't seem to grasp .	0
leary stays stateside , for the most part , yelling at garofalo over the phone and generally being an asshole .	0
in fact , dogma's denouement ( which follows a thrilling showdown that's worth the wait ) is a catholic love-in , a veritable recruitment poster .	1
right away he lets us know how vulnerable we all are floating in the ocean , and once " jaws " has attacked , it never relinquishes its grip .	1
even if you don't recognize every band you see on stage , you can imagine being as enthralled by their work as the public sitting in those seats .	1
if you can get past the whole comic book thing , you might find another stumbling block in from hell's directors , albert and allen hughes .	1
the first comes right at the beginning of the movie , while the other essentially finishes the film off , hanging from the tower and juggling off ladders .	0
brody is joined by matt hooper ( richard dreyfuss ) , a young , ambitious shark expert from the marine institute .	1
so why does this movie get one star out of me ?	0
shelton has been so good in the past at using sports to analyze the structure of society that from his collection of films we are given an examination of different classes and races living in various different regions .	0
call 911 for the cliche police if you must , but the eyes are the window to the soul .	1
the film is dated badly , as many things that are supposed to happen in the " future " never do .	0
but it's a cartoon i liked , and i was understandably reluctant to see what disney had done to it on the big screen .	0
and so on .	1
curiously , the menu screens on this dvd look nothing like the menu screens pictured on the back of the case .	0
 ( chan's first release in this country , " rumble in the bronx " , was supposedly set in new york , but was filmed in vancouver , and in the chase scenes the canadian rockies are clearly visible . )	1
damn that y2k bug .	0
djimon hounsou and anthony hopkins turn in excellent performances .	1
it is spoon who plays conscience to stretch's pure appetite , and roth plays stretch with a gleeful self-destructiveness ( he reveals that he is hiv positive even as he is preparing to shoot up again ) which is as much an obstacle to spoon's goal as any agency or enemy .	1
we find out that this lands him in prison , and the film from that point is seen through the eyes of danny .	1
he plans to rob an indian casino on christmas eve with the assistance of rudy who he thinks is nick who , according to what he wrote in the letters to ashley , used to work as a guard in the indian casino .	0
 " we need to get joe out of here ! "	0
but the story is really dumb , there aren't any characters , and the film isn't satisfying on any level beyond its visuals .	0
loathing each other all the while , they make periodic stops for tomas to puke on the dashboard or pass out -- whenever he isn't muttering what a rotten kid she turned out to be .	0
but in this case , the total feeling of amnesia is an excellent tool towards characterization , developing the mood and outlining the story .	1
why don't they just cut the mouseketeer's rope at the top of the tower , instead of jumping down on their own chords and fighting him while hanging ?	0
as most everyone knows , the results were , well , less-than-stellar .	1
having not seen , " who framed roger rabbit " in over 10 years , and not remembering much besides that i liked it then , i decided to rent it recently .	1
in fact , i could imagine the babysitter becoming a cinemax late-night staple if not for the fact that there's absolutely no nudity in it .	0
far from bewitching , the crucible tests the patience .	0
by the time they reach the hospital , it's time to unveil the secrets from a dark past that are not only simplistic devices that trivialize the father-daughter conflict , they're also the mainstays of many a bad strindberg wannabe .	0
the finesses of the script ( attributed to four screenwriters no less , and far removed from anything dodie smith ever dreamed up ) are quickly dispensed with , since all it takes for a paroled cruella to be shaken from her years of successful aversion therapy in the slammer is the tolling of big ben ( ? ) .	0
and the story he's been put in is as limp as they come .	0
why a child psychologist ?	0
he begins following and observing maggie , falling more and more in love with her everyday .	1
 " ghosts of mars " is lock , laughing stock , and barrel all your standard carpenter fare : dingy interiors , cluttered exteriors , inane dialogue , lots of leather , scarred , crazed-looking aliens , and lots and lots of weaponry .	0
>from ace ventura to truman burbank , jim carrey has run the whole gamut of comic , yet sympathetic , characters .	1
and you already know from the last paragraph what the competition is like .	0
trek fans may be more forgiving , but , for the rest of us , the sluggish star trek generations is a mixed bag at best .	1
she never has a chance to evince any charm or make much of an impression beyond her obvious physical attributes ( frankenheimer has her needlessly pop her top to further italicize this .	0
the stunned protagonist asks , suddenly realizing that the character was in on the whole thing all along .	0
pseudo- substance - hollywood faking deep meanings in their films .	1
kruger has obviously never paid much mind to the old chestnut " sometimes less is more " .	0
now that's powerful filmmaking . ) smith is nothing if not sincere about his own devotion to god , and that spirituality shines through .	1
so we only see snippets of snuff , and a lot more footage of nicolas cage covering his face in horror .	0
unfortunately , godard also manages to pillage his photographic eye by randomly cutting to black numerous times within any given scene .	0
his entry and adaptation to the whole " rock 'n roll " lifestyle fills the rest of the film and is really fun to watch .	1
now there's " permanent midnight , " in which stiller plays another jerry , this one a heroin-addicted television writer , last name stahl .	1
there's a big name in the crowd , and that's the secretary of defense , charles kirkland ( joel fabiani ) , who's sitting behind rick , and who gets shot a second after the heavyweight champion , lincoln tyler ( stan shaw ) , is knocked out .	0
maroon ( alan tilvern ) to try to help get roger's mind back on work .	1
in the nfl , this leads to teams like the detroit lions , who boast a superstar running back with a huge contract , but can only field five guys named herb to block for him .	1
one of the guys dies , but his girlfriend continues to see him in her life , and has nightmares .	0
i know the intent is to flesh the man out , but too short a shrift is given to the family man side of lumumba .	1
and of course anyone as beautiful as alicia automatically spends their friday nights at home ( at least that movie critic at large guy does ) .	0
they are all haunted by hallucinations and horrible nightmares and soon they can not see the difference between dreams and reality .	1
that is until about half-way through the movie .	1
 " blair witch . . "	1
the film has gotten some negative reviews ( a friend of mine actually thinks it's the worst in the series ) , but i'm not really sure why .	1
watching it i was struck by just how brilliant a film it is .	1
his initial investigation into soviet assistance immediately tags patrice as a communist and his integrity is overshadowed by the cold war threat of russian domination .	1
we're served with the premise that two equally deft negotiators are battling each other to resolve the conflict in the manner which will suit each of them best .	1
gridlock'd may actually be a response to the fatuous social commentary of another urban odyssey , 1991's falling down , which found a besieged middle class white male venting his righteous anger against the system during a trek through inner city los angeles .	1
but there must be something other than the casting and manipulation that makes the movie work as well as it does , because i absolutely hated the previous ryan/hanks teaming , sleepless in seattle .	1
one night , a visitor from heaven makes a fiery entrance in bethany's bedroom .	1
 ? beatty is so much fun to watch here -- he's always funny , but he's also subtle in ways that flesh out his character without dialogue or hugely noticeable actions .	1
the competition is simple : each contestant gets a key that opens a locker in silver city , n . m . , containing $2 million in cash .	1
see , steven's been having some problems with his girlfriend , robin ( leslie mann ) , and he doesn't think he has any more room in his life for a new friend .	1
again , the storyline is as cliched as they come .	1
however , thing most associated with this film is couple of continuos shots that feature characters moving through large rooms and interacting with dozens if not hundreds of people .	1
not only did the film not do so hot at the box office , but it was also panned by critics .	1
